회차,구분,문항,배점,가중치,질문 대상,디테일(역사적 사태),정답여부,실제 대상
74회,심화,1,1,1.5,신석기 시대,거푸집을 이용하여 세형 동검을 제작하였다.,X,철기 시대
74회,심화,2,2,3,고조선,여러 가(加)들이 사출도를 다스렸다.,X,삼한/부여
74회,심화,2,2,3,고조선,동맹이라는 제천 행사를 개최하였다.,X,고구려
74회,심화,2,2,3,고조선,민며느리제라는 혼인 풍습이 있었다.,X,옥저
74회,심화,2,2,3,고조선,읍락 간의 경계를 중시하는 책화가 있었다.,X,동예
74회,심화,2,2,3,고조선,왕 아래 상 대부 장군 등의 관직을 두었다.,O,고조선
74회,심화,3,2,3,고구려,녹과전을 지급받는 관리,X,고려 후기
74회,심화,3,2,3,고구려,경당에서 수련하는 청년,O,고구려
74회,심화,3,2,3,고구려,팔만대장경판을 만드는 장인,X,몽골 침입
74회,심화,3,2,3,고구려,지방의 22담로에 파견되는 왕족,X,백제 무령왕
74회,심화,3,2,3,고구려,황룡사 구층 목탑의 축조를 건의하는 승려,X,신라 선덕여왕
74회,심화,4,3,4.5,신라 진흥왕,백제가 국호를 남부여로 고쳤다.,X,백제 성왕
74회,심화,4,3,4.5,신라 진흥왕,진흥왕이 대가야를 공격하여 복속시켰다.,O,신라 진흥왕
74회,심화,4,3,4.5,신라 진흥왕,계백이 이끈 결사대가 황산벌에서 패배하였다.,X,황산벌 전투
74회,심화,4,3,4.5,신라 진흥왕,김춘추가 당으로 건너가 군사 동맹을 체결하였다.,X,삼국 통일 과정
74회,심화,4,3,4.5,신라 진흥왕,신라가 한강 하류를 차지하여 신주를 설치하였다.,X,신라 진흥왕
74회,심화,5,2,3,백제,일길찬 사찬 등의 관등이 있었다.,X,신라
74회,심화,5,2,3,백제,지방 장관으로 욕살 처려근지 등이 있었다.,X,고구려
74회,심화,5,2,3,백제,특산물로 단궁 과하마 반어피가 유명하였다.,X,동예
74회,심화,5,2,3,백제,사회 질서를 유지하기 위해 범금 8조를 두었다.,X,고조선
74회,심화,5,2,3,백제,왕족인 부여씨와 8성 귀족이 지배층을 이루었다.,O,백제
74회,심화,6,3,4.5,신라 문무왕,이사부를 보내 우산국을 복속하였다.,X,신라 지증왕
74회,심화,6,3,4.5,신라 문무왕,건원이라는 독자적 연호를 사용하였다.,X,신라 법흥왕
74회,심화,6,3,4.5,신라 문무왕,관료전을 지급하고 녹읍을 폐지하였다.,X,신라 신문왕
74회,심화,6,3,4.5,신라 문무왕,거칠부에게 명하여 국사를 편찬하였다.,X,신라 진흥왕
74회,심화,6,3,4.5,신라 문무왕,지방관을 감찰하고자 외사정을 파견하였다.,O,신라 문무왕
74회,심화,7,2,3,발해,왜에 칠지도를 만들어 보냈다.,X,백제 근초고왕
74회,심화,7,2,3,발해,9서당 10정의 군사 조직을 운영하였다.,X,통일신라
74회,심화,7,2,3,발해,광평성을 비롯한 각종 정치 기구를 마련하였다.,X,궁예
74회,심화,7,2,3,발해,제사장인 천군과 신성 지역인 소도가 존재하였다.,X,삼한/부여
74회,심화,7,2,3,발해,서적 관리 주요 문서 작성 등을 위해 문적원을 두었다.,O,발해
74회,심화,8,2,3,신라 하대,하늘에 제사 지내는 초제를 거행하였다.,X,고려
74회,심화,8,2,3,신라 하대,참선과 수행을 통한 깨달음을 강조하였다.,O,신라 하대
74회,심화,8,2,3,신라 하대,시경 서경 역경 등을 주요 경전으로 삼았다.,X,통일신라
74회,심화,8,2,3,신라 하대,신선 사상을 기반으로 불로장생을 추구하였다.,X,고려
74회,심화,8,2,3,신라 하대,인내천 사상을 내세워 인간 평등을 주장하였다.,X,동학 농민 운동
74회,심화,9,1,1.5,장보고,화왕계를 지어 국왕에게 바치다,X,통일신라
74회,심화,9,1,1.5,장보고,산둥반도에 적산 법화원을 창건하다,O,장보고
74회,심화,9,1,1.5,장보고,외교 문서인 청방인문표를 작성하다,X,신라 하대
74회,심화,9,1,1.5,장보고,격황소서를 지어 세상에 이름을 떨치다,X,신라 하대
74회,심화,9,1,1.5,장보고,구법순례기인 왕오천축국전을 저술하다,X,혜초
74회,심화,10,2,3,고려 태조,안승이 보덕국왕으로 임명되었다.,X,신라 문무왕
74회,심화,10,2,3,고려 태조,신숭겸이 공산 전투에서 전사하였다.,X,고려 태조
74회,심화,10,2,3,고려 태조,원종과 애노가 사벌주에서 반란을 일으켰다.,X,신라 하대
74회,심화,10,2,3,고려 태조,왕건이 일리천에서 신검의 군대를 물리쳤다.,O,고려 태조
74회,심화,10,2,3,고려 태조,견훤이 고창 전투에서 고려군에게 패배하였다.,X,후백제 견훤
74회,심화,11,1,1.5,고려 광종,폐정 개혁을 목표로 정치도감을 설치하였다.,X,고려 후기
74회,심화,11,1,1.5,고려 광종,광덕 준풍이라는 독자적 연호를 사용하였다.,O,고려 광종
74회,심화,11,1,1.5,고려 광종,예의상정소에서 상정고금예문을 편찬하였다.,X,고려 후기
74회,심화,11,1,1.5,고려 광종,전국에 12목을 설치하고 지방관을 파견하였다.,X,고려 성종
74회,심화,11,1,1.5,고려 광종,관리에게 등급에 따라 전지와 시지를 지급하였다.,X,전시과
74회,심화,12,2,3,거란 1차 침입,묘청이 칭제 건원을 주장하였다.,X,이자겸/묘청
74회,심화,12,2,3,거란 1차 침입,강감찬이 흥화진 전투에서 승리하였다.,X,거란 2차 침입
74회,심화,12,2,3,거란 1차 침입,서희의 활약으로 강동 6주를 획득하였다.,O,서희
74회,심화,12,2,3,거란 1차 침입,최우가 강화도로 도읍을 옮겨 항전하였다.,X,몽골 침입
74회,심화,12,2,3,거란 1차 침입,윤관이 별무반을 이끌고 동북 9성을 개척하였다.,X,여진 대응
74회,심화,15,2,3,고려 예종,서얼이 통청 운동을 전개하였다.,X,조선 후기 사회
74회,심화,15,2,3,고려 예종,사창절목에 따라 사창제가 시행되었다.,X,흥선대원군
74회,심화,15,2,3,고려 예종,왕조 교체를 예언하는 정감록이 유포되었다.,X,조선 후기 사회
74회,심화,15,2,3,고려 예종,병자에게 약을 지급하는 혜민국이 설치되었다.,O,고려 예종
74회,심화,15,2,3,고려 예종,국산 약재와 치료 방법을 정리한 향약집성방이 간행되었다.,X,조선 세종
74회,심화,16,2,3,지눌,법화 신앙에 중점을 둔 백련 결사를 이끌었다.,X,요세
74회,심화,16,2,3,지눌,돈오점수를 바탕으로 꾸준한 수행을 강조하였다.,O,지눌
74회,심화,16,2,3,지눌,승려들의 전기를 기록한 해동고승전을 저술하였다.,X,고려 후기
74회,심화,16,2,3,지눌,선문염송집을 편찬하고 유불 일치설을 주장하였다.,X,혜심
74회,심화,16,2,3,지눌,성상융회를 제창하여 교종 내 대립을 해소하고자 하였다.,X,균여
74회,심화,17,1,1.5,고려 후기,농상집요를 소개하는 관리,O,고려 후기
74회,심화,17,1,1.5,고려 후기,흑창에서 곡식을 빌리는 농민,X,고려 태조
74회,심화,17,1,1.5,고려 후기,사섬서에서 저화를 발행하는 장인,X,조선 태종
74회,심화,17,1,1.5,고려 후기,선혜청에서 공가(貢價)를 받는 상인,X,광해군
74회,심화,17,1,1.5,고려 후기,상평통보로 물건을 거래하는 보부상,X,조선 후기 경제
74회,심화,20,2,3,조선 세조,간경도감이 설치되었다.,O,조선 세조
74회,심화,20,2,3,조선 세조,조선경국전이 편찬되었다.,X,정도전
74회,심화,20,2,3,조선 세조,국조오례의가 완성되었다.,X,조선 성종
74회,심화,20,2,3,조선 세조,부민고소금지법이 제정되었다.,X,조선 세종
74회,심화,20,2,3,조선 세조,혼일강리역대국도지도가 제작되었다.,X,조선 태종
74회,심화,21,2,3,임진왜란,신숙주가 일본에 다녀와 해동제국기를 저술하였다.,X,조선 신숙주
74회,심화,21,2,3,임진왜란,나세 등이 화포를 사용하여 진포에서 왜구를 격퇴하였다.,X,화통도감
74회,심화,21,2,3,임진왜란,포로 송환을 목적으로 회답겸쇄환사가 일본에 파견되었다.,O,광해군
74회,심화,21,2,3,임진왜란,조선 정부의 교역 제한에 반발하여 사량진 왜변이 일어났다.,X,조선 명종
74회,심화,21,2,3,임진왜란,국방 문제를 논의하기 위한 임시 기구로 비변사가 설치되었다.,X,비변사
74회,심화,22,3,4.5,조선 숙종,인조반정으로 북인 세력이 몰락하였다.,X,광해군
74회,심화,22,3,4.5,조선 숙종,기축옥사로 이발 등 동인 세력이 축출되었다.,X,기축옥사
74회,심화,22,3,4.5,조선 숙종,양재역 벽서 사건으로 이언적 등이 화를 입었다.,X,조선 명종
74회,심화,22,3,4.5,조선 숙종,인현 왕후가 폐위되고 남인이 권력을 차지하였다.,O,조선 숙종
74회,심화,22,3,4.5,조선 숙종,붕당의 폐해를 경계하기 위해 탕평비가 건립되었다.,X,조선 영조
74회,심화,23,2,3,이황,최초의 서원인 백운동 서원을 건립하였다.,X,주세붕
74회,심화,23,2,3,이황,명에 대한 의리를 내세운 기축봉사를 올렸다.,X,송시열
74회,심화,23,2,3,이황,동호문답을 통해 다양한 개혁 방안을 제시하였다.,X,이이
74회,심화,23,2,3,이황,예안 향약을 시행하여 향촌의 교화를 위해 노력하였다.,O,이황
74회,심화,23,2,3,이황,예학을 조선의 현실에 맞게 정리한 가례집람을 저술하였다.,X,김장생
74회,심화,24,1,1.5,조선 정조,나선 정벌에 조총 부대를 파견하였다.,X,조선 효종
74회,심화,24,1,1.5,조선 정조,호포제를 시행하여 양반에게도 군포를 징수하였다.,X,흥선대원군
74회,심화,24,1,1.5,조선 정조,문신을 재교육하기 위한 초계문신제를 실시하였다.,O,조선 정조
74회,심화,24,1,1.5,조선 정조,삼정의 문란을 시정하고자 삼정이정청을 설치하였다.,X,임술농민봉기
74회,심화,24,1,1.5,조선 정조,각 궁방과 중앙 관서의 공노비 6만여 명을 해방하였다.,X,조선 순조
74회,심화,25,3,4.5,신유박해,한성 조약이 체결되는 결과를 가져왔다.,X,갑신정변
74회,심화,25,3,4.5,신유박해,정부의 요청으로 출병한 청군이 진압하였다.,X,임오군란
74회,심화,25,3,4.5,신유박해,사태의 수습을 위해 박규수가 안핵사로 파견되었다.,X,임술농민봉기
74회,심화,25,3,4.5,신유박해,이필제가 영해 지역에서 난을 일으키는 계기가 되었다.,X,흥선대원군
74회,심화,25,3,4.5,신유박해,전개 과정에서 이승훈 정약용 등이 연루되어 처벌되었다.,O,신유박해
74회,심화,26,1,1.5,조선 후기 사회,판소리 흥보가를 구경하는 농민,X,조선 후기 사회
74회,심화,26,1,1.5,조선 후기 사회,주자소에서 계미자를 만드는 장인,O,조선 태종
74회,심화,26,1,1.5,조선 후기 사회,옥계 시사에서 시를 낭송하는 중인,X,조선 후기 사회
74회,심화,26,1,1.5,조선 후기 사회,세책가에서 춘향전을 빌리는 부자,X,조선 후기 사회
74회,심화,26,1,1.5,조선 후기 사회,호랑이를 소재로 민화를 그리는 화가,X,조선 후기 사회
74회,심화,27,1,1.5,조선 후기 경제,백성에게 정전이 지급되었다.,X,통일신라
74회,심화,27,1,1.5,조선 후기 경제,초량 왜관을 통해 일본과 교역하였다.,O,조선 후기 경제
74회,심화,27,1,1.5,조선 후기 경제,주전도감에서 해동통보가 발행되었다.,X,고려
74회,심화,27,1,1.5,조선 후기 경제,벽란도가 국제 무역항으로 번성하였다.,X,고려
74회,심화,27,1,1.5,조선 후기 경제,시장을 관리하기 위한 동시전이 설치되었다.,X,신라 지증왕
74회,심화,28,2,3,조미수호통상조약,한일 의정서의 체결 과정을 파악한다.,X,러일전쟁
74회,심화,28,2,3,조미수호통상조약,미쓰야 협정이 끼친 영향을 조사한다.,X,미쓰야 협정
74회,심화,28,2,3,조미수호통상조약,강화도 조약이 체결된 계기를 알아본다.,X,강화도 조약
74회,심화,28,2,3,조미수호통상조약,조미 수호 통상 조약의 내용을 분석한다.,O,조미수호통상조약
74회,심화,28,2,3,조미수호통상조약,헤이그 특사가 파견되는 원인을 살펴본다.,X,헤이그 특사
74회,심화,29,2,3,갑오개혁,(가) - 북학 사상을 바탕으로 통상 개화론을 주장하다,X,강화도 조약
74회,심화,29,2,3,갑오개혁,(나) - 영남 만인소를 주도해 개항과 통상에 반대하다,X,조선책략
74회,심화,29,2,3,갑오개혁,(다) - 보빙사로 미국에 다녀와 개화 정책을 추진하다,O,갑오개혁
74회,심화,29,2,3,갑오개혁,(라) - 서유견문을 집필하여 서양 근대 문명을 소개하다,X,갑오개혁
74회,심화,29,2,3,갑오개혁,(마) - 백정 출신으로 관민 공동회에서 연설하다,X,독립협회
74회,심화,30,2,3,광무개혁,지계아문을 설치하여 지계를 발급하였다.,O,광무개혁
74회,심화,30,2,3,광무개혁,건양이라는 독자적인 연호를 채택하였다.,X,을미개혁
74회,심화,30,2,3,광무개혁,박문국을 설치하고 한성순보를 발행하였다.,X,박문국
74회,심화,30,2,3,광무개혁,근대식 무기 제조 공장인 기기창을 설립하였다.,X,기기창
74회,심화,30,2,3,광무개혁,개혁의 방향을 제시한 홍범 14조를 반포하였다.,X,갑오개혁
74회,심화,31,1,1.5,동학 농민 운동,삼국 간섭의 결과를 알아본다.,X,삼국 간섭
74회,심화,31,1,1.5,동학 농민 운동,척화비가 건립된 계기를 조사한다.,X,흥선대원군
74회,심화,31,1,1.5,동학 농민 운동,전주 화약이 체결되는 과정을 살펴본다.,O,동학 농민 운동
74회,심화,31,1,1.5,동학 농민 운동,영국이 거문도를 점령한 목적을 분석한다.,X,거문도 사건
74회,심화,31,1,1.5,동학 농민 운동,외규장각 도서가 약탈된 배경을 찾아본다.,X,병인양요
74회,심화,32,2,3,정미의병,최익현이 태인에서 의병을 일으켰다.,X,을사의병
74회,심화,32,2,3,정미의병,일본이 독도를 불법적으로 편입하였다.,X,러일전쟁
74회,심화,32,2,3,정미의병,스티븐스가 외교 고문으로 부임하였다.,X,화폐 정리 사업
74회,심화,32,2,3,정미의병,13도 창의군이 서울 진공 작전을 전개하였다.,O,정미의병
74회,심화,32,2,3,정미의병,유인석이 이끄는 부대가 충주성을 점령하였다.,X,을미의병
74회,심화,33,2,3,대조선 국민 군단,한인 자치 기구인 경학사를 설립하였다.,X,신민회
74회,심화,33,2,3,대조선 국민 군단,권업신문을 발간하여 민족 의식을 고취하였다.,X,대한 광복군 정부
74회,심화,33,2,3,대조선 국민 군단,유학생을 중심으로 2·8 독립 선언을 발표하였다.,X,2·8 독립 선언
74회,심화,33,2,3,대조선 국민 군단,신한 청년당이 파리 강화 회의에 대표를 파견하였다.,X,대한민국 임시정부
74회,심화,33,2,3,대조선 국민 군단,대조선 국민군단을 결성하여 군사 훈련을 실시하였다.,O,대조선 국민 군단
74회,심화,34,3,4.5,대한매일신보,대한매일신보를 읽고 있는 청년,O,대한매일신보
74회,심화,34,3,4.5,대한매일신보,경성 제국 대학에 입학하는 학생,X,1920년대 사회운동
74회,심화,34,3,4.5,대한매일신보,원각사에서 은세계 공연을 보는 여성,X,대한제국 시기
74회,심화,34,3,4.5,대한매일신보,통리기무아문에서 개화 정책을 논의하는 관리,X,통리기무아문
74회,심화,34,3,4.5,대한매일신보,어린이날 기념 행사에 참여하는 천도교 소년회 회원,X,1920년대 사회운동
74회,심화,36,2,3,3·1 운동,정우회 선언의 영향을 받았다.,X,신간회
74회,심화,36,2,3,3·1 운동,통감부의 탄압과 방해로 중단되었다.,X,대한자강회
74회,심화,36,2,3,3·1 운동,순종의 인산일을 기회로 삼아 추진되었다.,X,6·10 만세 운동
74회,심화,36,2,3,3·1 운동,전개 과정에서 일제가 제암리 학살 등을 자행하였다.,O,3·1 운동
74회,심화,36,2,3,3·1 운동,성진회와 각 학교 독서회에 의해 전국적으로 확산되었다.,X,광주학생항일운동
74회,심화,37,1,1.5,대한민국 임시정부,고종 강제 퇴위 반대 운동을 전개하였다.,X,대한자강회
74회,심화,37,1,1.5,대한민국 임시정부,일제의 황무지 개간권 요구를 저지하였다.,X,보안회
74회,심화,37,1,1.5,대한민국 임시정부,영은문이 있던 자리 부근에 독립문을 건립하였다.,X,독립협회
74회,심화,37,1,1.5,대한민국 임시정부,독립운동 자금 마련을 위해 독립 공채를 발행하였다.,O,대한민국 임시정부
74회,심화,37,1,1.5,대한민국 임시정부,조선 총독부에 국권 반환 요구서를 제출하려 하였다.,X,독립의군부
74회,심화,38,2,3,의열단,원산 노동자 총파업을 지원하였다.,X,신간회
74회,심화,38,2,3,의열단,신흥 강습소를 세워 독립군을 양성하였다.,X,신민회
74회,심화,38,2,3,의열단,김익상 김상옥 등이 단원으로 활동하였다.,O,의열단
74회,심화,38,2,3,의열단,상덕태상회를 통하여 군자금을 모집하였다.,X,대한광복회
74회,심화,38,2,3,의열단,도쿄에서 일어난 이봉창 의거를 계획하였다.,X,한인 애국단
74회,심화,39,2,3,백남운,조선불교유신론을 주장하였다.,X,한용운
74회,심화,39,2,3,백남운,식민 사학의 정체성론을 반박하였다.,O,백남운
74회,심화,39,2,3,백남운,조선사 편수회에 들어가 조선사 편찬에 참여하였다.,X,일제강점기 사회상
74회,심화,39,2,3,백남운,진단 학회를 설립하여 실증주의 사학을 발전시켰다.,X,진단학회
74회,심화,39,2,3,백남운,민족을 역사 서술의 중심에 둔 독사신론을 집필하였다.,X,신채호
74회,심화,40,1,1.5,일제강점기 사회상,잡지 신여성 여권 신장을 주장하다,X,1920년대 사회운동
74회,심화,40,1,1.5,일제강점기 사회상,조선 형평사 사회적 차별 철폐를 외치다,X,형평 운동
74회,심화,40,1,1.5,일제강점기 사회상,소설 상록수 브나로드 운동을 널리 알리다,X,브나로드 운동
74회,심화,40,1,1.5,일제강점기 사회상,경성 방직 주식회사 광목 태극성을 광고하다,X,물산 장려 운동
74회,심화,40,1,1.5,일제강점기 사회상,새마을 운동 근면·자조·협동을 기치로 내세우다,O,새마을 운동
74회,심화,41,2,3,일제강점기 사회상,(가) - 일본군의 보복으로 간도 참변이 일어나다,X,청산리 전투
74회,심화,41,2,3,일제강점기 사회상,(나) - 관동 대지진 당시 자경단에 학살당하다,X,일제강점기 사회상
74회,심화,41,2,3,일제강점기 사회상,(다) - 에네켄 농장에서 고된 노동에 시달리다,O,숭무 학교
74회,심화,41,2,3,일제강점기 사회상,(라) - 소련 당국에 의해 강제로 이주되어 오다,X,민족말살통치기
74회,심화,41,2,3,일제강점기 사회상,(마) - 교민들을 중심으로 흥사단이 창립되다,X,흥사단
74회,심화,42,2,3,한국독립군,봉오동 전투에서 일본군을 크게 격파하였다.,X,봉오동 전투
74회,심화,42,2,3,한국독립군,미국과 연계하여 국내 진공 작전을 계획하였다.,X,광복군 창설
74회,심화,42,2,3,한국독립군,중국 의용군과 연합하여 영릉가 전투에서 승리하였다.,X,조선혁명군
74회,심화,42,2,3,한국독립군,조선 민족 전선 연맹 산하의 군사 조직으로 결성되었다.,X,조선의용대
74회,심화,42,2,3,한국독립군,한국 독립당의 군사 조직으로 북만주 지역에서 활약하였다.,O,한국독립군
74회,심화,43,1,1.5,민족말살통치기,조선 태형령이 반포되었다.,X,1910년대 통치
74회,심화,43,1,1.5,민족말살통치기,조선 노농 총동맹이 결성되었다.,X,1920년대 사회운동
74회,심화,43,1,1.5,민족말살통치기,임시 토지 조사국이 설립되었다.,X,토지조사사업
74회,심화,43,1,1.5,민족말살통치기,황국 신민 서사 암송이 강요되었다.,O,민족말살통치기
74회,심화,43,1,1.5,민족말살통치기,조선 민립 대학 기성회가 창립되었다.,X,민립 대학 설립 운동
74회,심화,44,2,3,제주 4·3 사건,대통령이 하야하는 결과를 이끌어냈다.,X,4·19 혁명
74회,심화,44,2,3,제주 4·3 사건,호헌 철폐와 독재 타도 등의 구호를 내세웠다.,X,6월 민주항쟁
74회,심화,44,2,3,제주 4·3 사건,통일 주체 국민 회의가 구성되는 배경이 되었다.,X,유신헌법
74회,심화,44,2,3,제주 4·3 사건,6·3 시위의 전개와 비상계엄이 선포되는 계기가 되었다.,X,6·3 시위
74회,심화,44,2,3,제주 4·3 사건,진상 규명 및 희생자 명예 회복에 관한 특별법이 제정되었다.,O,제주 4·3 사건
74회,심화,45,2,3,6·25 전쟁,발췌 개헌안이 통과되었다.,O,이승만 정부
74회,심화,45,2,3,6·25 전쟁,삼청 교육대가 설치되었다.,X,전두환 정부
74회,심화,45,2,3,6·25 전쟁,한미 상호 방위 조약이 체결되었다.,X,한미 상호 방위 조약
74회,심화,45,2,3,6·25 전쟁,여수·순천 10·19 사건이 일어났다.,X,여수 순천 사건
74회,심화,45,2,3,6·25 전쟁,국가 보위 비상 대책 위원회가 구성되었다.,X,전두환 정부
74회,심화,46,2,3,4·19 혁명,시위 도중 대학생 이한열이 희생되었다.,X,6월 민주항쟁
74회,심화,46,2,3,4·19 혁명,시민군이 조직되어 계엄군에 저항하였다.,X,5·18 광주민주화운동
74회,심화,46,2,3,4·19 혁명,허정 과도 정부가 출범하는 계기가 되었다.,O,4·19 혁명
74회,심화,46,2,3,4·19 혁명,5년 단임의 대통령 직선제 개헌을 이끌어냈다.,X,6월 민주항쟁
74회,심화,46,2,3,4·19 혁명,야당 총재의 국회의원 제명으로 촉발되었다.,X,YH 무역 사건
74회,심화,47,3,4.5,박정희 정부,국회 별관에서 3선 개헌안이 통과되었습니다.,X,3선 개헌
74회,심화,47,3,4.5,박정희 정부,정부에 비판적인 경향신문이 폐간되었습니다.,X,이승만 정부
74회,심화,47,3,4.5,박정희 정부,YH 무역 노동자들이 야당 당사에서 농성하였습니다.,O,YH 무역 사건
74회,심화,47,3,4.5,박정희 정부,최고 통치 기구인 국가 재건 최고 회의가 구성되었습니다.,X,박정희 정부
74회,심화,47,3,4.5,박정희 정부,평화 통일론을 주장한 진보당의 조봉암이 처형되었습니다.,X,이승만 정부
74회,심화,48,2,3,김대중 정부 경제,경제기획원이 발족하였다.,X,박정희 정부 경제
74회,심화,48,2,3,김대중 정부 경제,제4차 경제 개발 5개년 계획이 추진되었다.,X,박정희 정부 경제
74회,심화,48,2,3,김대중 정부 경제,미국과 자유 무역 협정(FTA)을 체결하였다.,X,노무현 정부
74회,심화,48,2,3,김대중 정부 경제,저유가·저금리·저달러의 3저 호황이 있었다.,X,전두환 정부
74회,심화,48,2,3,김대중 정부 경제,대통령 직속 자문 기구로 노사정 위원회가 출범하였다.,O,김대중 정부 경제
74회,심화,49,2,3,노무현 정부,판문점에서 남북 정상 회담을 개최하였다.,X,문재인 정부 통일
74회,심화,49,2,3,노무현 정부,남북한이 국제 연합(UN)에 동시 가입하였다.,X,노태우 정부 통일
74회,심화,49,2,3,노무현 정부,남북 이산가족의 고향 방문을 최초로 성사시켰다.,X,전두환 정부 통일
74회,심화,49,2,3,노무현 정부,평화 통일 외교 정책에 관한 6·23 특별 성명을 발표하였다.,X,박정희 정부 통일
74회,심화,49,2,3,노무현 정부,남북 간 경제 교류 활성화를 위한 개성 공단 착공식을 열었다.,O,노무현 정부
74회,심화,50,3,4.5,갑오개혁,(가) - 원성왕 재위 시기에 시행되었다.,X,통일신라 원성왕
74회,심화,50,3,4.5,갑오개혁,(나) - 쌍기의 건의를 수용하여 실시하였다.,X,고려 광종
74회,심화,50,3,4.5,갑오개혁,(다) - 식년시 알성시 증광시 등으로 운영되었다.,X,조선 세종
74회,심화,50,3,4.5,갑오개혁,(라) - 중종 때 조광조를 비롯한 사림들이 실시를 주장하였다.,X,조광조
74회,심화,50,3,4.5,갑오개혁,(마) - 대한 제국 수립 이후 개혁의 일환으로 처음 단행되었다.,O,갑오개혁
73회,심화,1,1,1.5,청동기 시대,소를 이용한 깊이갈이가 일반화되었다.,X,신라 지증왕
73회,심화,1,1,1.5,청동기 시대,반달 돌칼을 사용하여 벼를 수확하였다.,O,청동기 시대
73회,심화,1,1,1.5,청동기 시대,주로 동굴이나 강가의 막집에서 살았다.,X,구석기 시대
73회,심화,1,1,1.5,청동기 시대,주먹도끼·찍개 등의 뗀석기를 처음 제작하였다.,X,구석기 시대
73회,심화,1,1,1.5,청동기 시대,가락바퀴와 뼈바늘을 이용해 옷을 만들기 시작하였다.,X,신석기 시대
73회,심화,2,3,4.5,삼국 통일 과정,을지문덕이 살수에서 대승을 거두었다.,X,살수대첩
73회,심화,2,3,4.5,삼국 통일 과정,사찬 시득이 기벌포에서 당군을 격파하였다.,X,삼국 통일 과정
73회,심화,2,3,4.5,삼국 통일 과정,관구검이 군대를 이끌고 환도성을 함락하였다.,X,고구려
73회,심화,2,3,4.5,삼국 통일 과정,김춘추가 당으로 건너가 군사 동맹을 체결하였다.,O,삼국 통일 과정
73회,심화,2,3,4.5,삼국 통일 과정,장문휴가 자사 위준이 관할하는 당의 등주를 공격하였다.,X,발해 무왕
73회,심화,3,2,3,가야,진흥왕 때 신라에 복속되었다.,O,가야
73회,심화,3,2,3,가야,집사부를 비롯한 14부를 설치하였다.,X,신라
73회,심화,3,2,3,가야,지방 장관으로 욕살 처려근지 등을 두었다.,X,고구려
73회,심화,3,2,3,가야,여러 가(加)들이 별도로 사출도를 주관하였다.,X,삼한/부여
73회,심화,3,2,3,가야,왕족인 부여씨와 8성의 귀족이 지배층을 이루었다.,X,백제
73회,심화,4,2,3,삼한/부여,(가) - 영고라는 제천 행사를 열었다.,X,삼한/부여
73회,심화,4,2,3,삼한/부여,(가) - 사회 질서를 유지하기 위해 범금 8조를 만들었다.,X,고조선
73회,심화,4,2,3,삼한/부여,(나) - 신성 지역인 소도가 존재하였다.,O,삼한/부여
73회,심화,4,2,3,삼한/부여,(나) - 제가 회의에서 나라의 중대사를 결정하였다.,X,고구려
73회,심화,4,2,3,삼한/부여,(가) (나) - 도둑질한 자에게 12배로 배상하게 하였다.,X,삼한/부여
73회,심화,5,2,3,백제 근초고왕,금마저에 미륵사를 창건하였다.,X,백제 무왕
73회,심화,5,2,3,백제 근초고왕,윤충을 보내 대야성을 함락하였다.,X,백제
73회,심화,5,2,3,백제 근초고왕,사비에 천도하고 국호를 남부여로 고쳤다.,X,백제 성왕
73회,심화,5,2,3,백제 근초고왕,평양성을 공격하여 고국원왕을 전사시켰다.,O,백제 근초고왕
73회,심화,5,2,3,백제 근초고왕,동진에서 온 마라난타를 통해 불교를 수용하였다.,X,백제 침류왕
73회,심화,7,3,4.5,신라 하대,김흠돌 등 진골 세력이 숙청되었다.,X,신라 신문왕
73회,심화,7,3,4.5,신라 하대,김헌창이 웅천주에서 반란을 일으켰다.,O,신라 하대
73회,심화,7,3,4.5,신라 하대,거칠부가 왕명에 의해 국사를 편찬하였다.,X,신라 진흥왕
73회,심화,7,3,4.5,신라 하대,복신과 도침이 부여풍을 왕으로 추대하였다.,X,삼국 통일 과정
73회,심화,7,3,4.5,신라 하대,자장의 건의로 황룡사 구층 목탑이 건립되었다.,X,신라 선덕여왕
73회,심화,8,2,3,발해,교육 기관으로 주자감을 설립하였다.,X,발해
73회,심화,8,2,3,발해,감찰 업무를 담당하는 중정대가 있었다.,X,발해
73회,심화,8,2,3,발해,인안 대흥 등 독자적인 연호를 사용하였다.,X,발해
73회,심화,8,2,3,발해,거란도 영주도 등을 통해 주변국과 교역하였다.,X,발해
73회,심화,8,2,3,발해,내신좌평 내두좌평 등 6좌평의 관제를 마련하였다.,O,백제
73회,심화,9,1,1.5,신라,태학과 경당을 두어 인재를 양성하였다.,X,고구려
73회,심화,9,1,1.5,신라,유랑민을 구휼하는 활인서를 설치하였다.,X,조선 태종
73회,심화,9,1,1.5,신라,정사암 회의에서 국가 중대사를 결정하였다.,X,백제
73회,심화,9,1,1.5,신라,도병마사에서 변경의 군사 문제 등을 논의하였다.,X,고려
73회,심화,9,1,1.5,신라,골품에 따라 관등 승진 일상생활 등을 엄격히 제한하였다.,O,신라
73회,심화,10,3,4.5,궁예,경주의 사심관으로 임명되었다.,X,고려 태조
73회,심화,10,3,4.5,궁예,12목에 지방관을 처음으로 파견하였다.,X,고려 성종
73회,심화,10,3,4.5,궁예,폐정 개혁을 목표로 정치도감을 설치하였다.,X,고려 후기
